lalowihalf,lakidshalf,lahunvhalf,lalowi1,lakids1,lahunv1,lalowi10,lakids10,lahunv10,lalowi20,lakids20,lahunv20,State,County,Urban,Rural
1796.054417,761.9999986,126.8004078,1791.112646,759.3190621,126.5058439,1026.457797,402.6346262,64.2970525,20.62555011,8.949422672,0.986626444,AZ,Navajo,No,Yes
1753.224195,2408.000021,38.08573558,1753.224195,2408.000021,38.08573558,980.6174807,1671.000249,24.34546782,2.541527732,0.349561046,0.051374381,AZ,Pima,Yes,No
956.9641882,1343.000003,29.94947793,956.9641882,1343.000003,29.94947793,217.2507007,281.2926115,7.250996089,26.77396424,21.79161515,0.472948647,AZ,Pima,No,Yes
1450.76905,850.0000068,28.46555873,1450.76905,850.0000068,28.46555873,554.9858358,221.8822781,2.882890826,72.91736429,34.56702879,0.065850131,AZ,Pima,No,Yes
1487.016333,1127.000007,33.33044186,1487.016333,1127.000007,33.33044186,588.2960806,536.8606706,13.69384565,0.001064533,0.000728003,1.39E-05,AZ,Pima,No,Yes
599.81821,399.999999,96.12508557,599.81821,399.999999,96.12508557,599.81821,399.999999,96.12508557,576.3436705,371.8288755,88.75223965,AZ,Pima,No,Yes
1211.74485,474.0000024,203.4764927,1211.74485,474.0000024,203.4764927,1211.74485,474.0000024,203.4764927,800.9133724,327.0943998,134.7997688,AZ,Pima,No,Yes
2587.692574,1328.292142,324.3048244,2176.258901,1057.196555,258.4018048,736.3728905,304.8194803,83.77840741,252.2876826,101.6698291,32.09701729,AZ,Pima,No,Yes
716.6601837,513.0000034,35.86634635,716.6601837,513.0000034,35.86634635,50.37246957,54.84020466,10.55016806,6.030869215,7.311197073,1.431669967,AZ,Pinal,No,Yes
816.9219517,528.0000008,42.52239598,816.9219517,528.0000008,42.52239598,783.126787,517.3922076,39.88937615,33.3285107,20.50761886,0.207158662,AZ,Santa Cruz,No,Yes
5308.041159,3199.546508,51.27475889,4403.985642,2642.72566,34.47832303,57.21026611,32.97348841,0.259245554,2.951953223,1.550199636,0.014467936,AZ,Santa Cruz,Yes,No
1521.638958,1047.000002,63.2576259,1521.638958,1047.000002,63.2576259,228.9962059,208.6147948,7.909299012,10.58437302,14.62478299,0.354658167,AZ,Yavapai,No,Yes
1303.924581,403.999996,15.2597687,1291.094197,397.567138,15.2597687,636.1657921,125.8947566,13.32170796,31.0869404,10.92911809,0.816343256,AZ,Yavapai,No,Yes
1396.360292,472.0000016,40.30750891,1396.360292,472.0000016,40.30750891,1098.439068,353.5010067,34.82486493,188.6107303,31.86463131,10.67091277,AZ,Yavapai,No,Yes
3166.362834,1193.999999,118.8518276,3165.979289,1193.999999,118.8273701,2409.090895,839.7913114,90.71734359,2.070758745,1.430448991,0.079227737,AZ,Yavapai,No,Yes
1144.528966,397.9999979,51.68865457,1144.528966,397.9999979,51.68865457,1135.514392,394.8195077,51.00454574,744.4741216,228.5742299,44.61216089,AZ,Yavapai,No,Yes
1143.684823,400.0000039,68.46153873,1143.684823,400.0000039,68.46153873,665.0619641,251.0000011,60.97528639,146.4847695,53.86426402,13.97439855,AZ,Yuma,No,Yes
646.2908461,406.0000022,16.80290437,646.2908461,406.0000022,16.80290437,302.7662874,207.7984377,7.646623815,1.667114765,0.187842044,0.047909717,AZ,Yuma,No,Yes
839.2759141,449.9999991,48.45774636,839.2759141,449.9999991,48.45774636,839.2759141,449.9999991,48.45774636,819.071095,255.0000005,26.76543873,AZ,Yuma,No,Yes
1532.857277,1061.000005,41.40111924,1532.857277,1061.000005,41.40111924,516.8771723,249.735358,7.458466084,14.67642167,4.602224108,0.247649654,AR,Johnson,No,Yes
1599.197544,731.0000019,44.34054211,1599.197544,731.0000019,44.34054211,898.0216211,387.8017659,29.87047375,61.95356029,17.48025501,3.064174626,AR,Madison,No,Yes
1025.475423,481.9999991,94.41372974,1025.475423,481.9999991,94.41372974,263.769202,130.7981569,20.17633865,8.964578051,7.458101089,0.886459598,AR,Monroe,No,Yes
2481.49157,862.5396415,128.9619029,2452.348073,855.7372351,128.3272052,815.5349104,299.3976113,50.81862044,51.40485325,22.80509262,2.129842128,AR,Newton,No,Yes
1328.101355,491.0000026,111.3150873,1328.101355,491.0000026,111.3150873,1261.532102,479.786406,104.9317822,152.5856519,36.02368718,13.33992167,AR,Phillips,No,Yes
1376.392903,732.999995,56.43975862,1376.392903,732.999995,56.43975862,1376.392903,732.999995,56.43975862,34.95743032,17.78660334,1.649349684,AR,Polk,No,Yes
2151.729885,945.0000095,76.48639302,2151.729885,945.0000095,76.48639302,468.5090045,186.3782536,4.178431466,84.47905814,29.26831,0.595929155,AR,Pope,No,Yes
788.1216183,432.9999974,50.89915917,788.1216183,432.9999974,50.89915917,376.5460402,207.8127078,28.2132271,19.49339961,9.875317861,2.345298919,AR,Scott,No,Yes
1332.143475,492.9999998,63.67622163,1332.143475,492.9999998,63.67622163,930.3652031,357.7955627,45.83366244,0.049011402,0.014236646,0.002214589,AR,Searcy,No,Yes
1208.973814,539.9789038,91.55235151,1202.281272,537.0912001,91.14077635,309.3519713,106.3257819,27.86266248,31.33487043,14.00741219,2.575813908,AR,Yell,No,Yes
768.4549778,663.9999935,65.6924986,768.4549778,663.9999935,65.6924986,351.8116071,256.0644491,19.22226241,141.1495011,67.30967517,6.072874711,CA,Colusa,No,Yes
800.0241789,286.9999991,10.79007613,800.0241789,286.9999991,10.79007613,800.0241789,286.9999991,10.79007613,42.60647016,16.61616684,0.615380198,CA,Del Norte,No,Yes
652.8229675,660.9999939,75.42640244,652.8229675,660.9999939,75.42640244,101.9252554,179.2421416,17.45691529,6.005701835,8.666093951,1.173878526,CA,Fresno,No,Yes
1912.740574,860.2172503,88.86439992,987.7491725,460.6688884,66.94085503,475.7659252,209.5357238,29.61172479,0.01288104,0.005440622,0.002801112,CA,Fresno,No,Yes
560.8863482,548.4343219,41.87218364,559.9999331,546.7262386,41.87218364,214.2728087,135.305808,23.85570139,58.00173432,14.51598226,5.175843279,CA,Glenn,No,Yes
1304.711865,546.120054,81.79728377,1068.932749,477.7594395,69.30299021,311.8848729,206.6304935,24.09292067,13.13664072,7.576725453,1.21380764,CA,Humboldt,No,Yes
1074.850784,453.9324888,74.67447887,929.611909,389.1777584,62.64033219,167.376915,68.04542623,18.70723227,2.843972684,0.080584229,0.501031332,CA,Humboldt,No,Yes
647.7017522,415.969674,27.08034431,516.3533983,326.9421699,20.5315521,148.3714403,69.64609143,4.372712382,1.940805599,1.202992018,0.057721338,CA,Humboldt,No,Yes
2158.797023,292.0000005,54.67728702,2158.797023,292.0000005,54.67728702,2155.209141,288.0000006,54.58458816,274.2593215,177.3493074,28.14112973,CA,Imperial,No,Yes
2796.048646,1504.999997,37.46202748,2796.048646,1504.999997,37.46202748,2796.048646,1504.999997,37.46202748,287.3063118,175.5667825,17.69689624,CA,Imperial,No,Yes
868.7143166,114.0000002,103.076492,868.7143166,114.0000002,103.076492,793.1250648,87.00000053,100.2178594,504.1700214,33.65769207,75.39274508,CA,Imperial,No,Yes
606.5306306,612.832326,78.94541252,595.4275982,607.1435776,77.07175941,1.247445581,0.999999974,0.085677747,0.221334241,0.264831524,0.022690169,CA,Inyo,No,Yes
709.3746522,461.9999956,18.29182963,709.3746522,461.9999956,18.29182963,708.6315803,461.9999956,18.22213916,20.33369451,12.37190787,1.739715032,CA,Inyo,No,Yes
727.1937773,377.2293719,64.28052355,559.9342977,263.2352512,55.2879658,411.8914655,158.970391,48.04112196,339.0797145,117.377894,43.11817559,CA,Inyo,No,Yes
1635.755921,943.6102215,31.82990876,970.3978435,614.9900966,11.94261642,176.7520414,109.1110105,2.187581595,10.22956544,3.444594384,0.188582952,CA,Kern,No,Yes
2499.054171,705.6547302,78.92454073,2372.832312,642.5840316,74.64872132,354.8273689,128.6880805,7.265838887,30.32614913,12.35097847,0.791944206,CA,Kern,No,Yes
2412.523028,1528.000002,70.4210311,2412.523028,1528.000002,70.4210311,110.67355,50.5863212,5.910636935,11.60703702,2.331307416,0.860922304,CA,Kern,Yes,No
1179.8757,1131.08733,31.56666913,1153.342731,1114.446995,30.9322056,207.2352338,163.7052544,7.343415592,10.66205345,7.999999881,0.183132941,CA,Kern,No,Yes
1082.936085,693.0000076,32.84371002,1046.309749,681.7883389,32.04904642,18.42705777,9.640544067,1.214311806,9.675057937,4.949649092,0.677213107,CA,Lake,No,Yes
530.9989782,342.9999998,26.51507972,530.9989782,342.9999998,26.51507972,475.5226031,279.3336893,19.97141988,149.3392583,103.8214546,9.849190931,CA,Lassen,No,Yes
451.4533751,262.445736,21.90992817,276.7092562,155.7218649,14.616526,83.52083379,13.99999996,6.032894773,14.02327481,0.115420061,1.169479331,CA,Lassen,No,Yes
8375.412826,315.9999965,9.142076456,8375.412826,315.9999965,9.142076456,176.0006076,219.9110788,6.808107478,0.067370962,0.026928705,0.004120239,CA,Lassen,No,Yes
1334.09861,585.0000013,60.92031694,1334.09861,585.0000013,60.92031694,1334.09861,585.0000013,60.92031694,1223.132981,530.1007611,55.94119426,CA,Lassen,No,Yes
271.5863544,330.0000012,11.92816657,271.5863544,330.0000012,11.92816657,248.4159597,297.0550294,11.03122463,71.70950993,98.60878364,2.941347932,CA,Los Angeles,No,Yes
948.6673168,472.9999984,40.85082521,948.1268102,472.7849899,40.82966699,386.0662757,201.4514124,24.66527797,162.0654422,96.17194153,11.80864426,CA,Modoc,No,Yes
1214.537663,569.0000042,30.35364151,1214.130682,568.7486912,30.34923761,509.4272435,216.4840865,13.90714846,48.36950197,6.347132041,1.421515466,CA,Modoc,No,Yes
551.45944,233.9999995,11.73346947,551.45944,233.9999995,11.73346947,551.45944,233.9999995,11.73346947,262.9528126,109.7928278,5.471885183,CA,Modoc,No,Yes
618.1085508,694.0000007,75.54095003,618.1085508,694.0000007,75.54095003,577.2464484,655.4420417,74.00318416,93.48764796,95.29080654,3.330734402,CA,Mono,No,Yes
453.9533583,565.0000003,74.76417387,453.9533583,565.0000003,74.76417387,453.9533583,565.0000003,74.76417387,449.4313079,564.8654955,74.30486975,CA,Mono,No,Yes
1052.944353,847.9999989,38.39552125,1052.944353,847.9999989,38.39552125,858.8101314,732.0947603,33.43909756,33.95312196,20.80390852,1.538894321,CA,Monterey,No,Yes
619.2592648,259.9999986,17.11790392,619.2592648,259.9999986,17.11790392,474.6389395,204.3750099,12.73956962,216.8693012,93.50691926,5.471513388,CA,Monterey,No,Yes
344.2326532,556.6658132,37.73487842,341.6023436,552.1050737,37.65200005,158.6578712,216.9680998,15.03667654,2.270858356,4.144850258,0.083404517,CA,Placer,No,Yes
1030.178402,549.9999966,40.55113556,1030.178402,549.9999966,40.55113556,174.209864,65.0000525,8.088595815,150.5100391,61.99999927,6.730387566,CA,Riverside,No,Yes
439.8584312,604.9999972,12.32320634,439.8584312,604.9999972,12.32320634,161.6643899,127.2916661,4.056257906,42.50507799,28.48003682,1.189433711,CA,San Benito,No,Yes
892.7486497,512.9999979,63.51080003,892.7486497,512.9999979,63.51080003,816.9378389,460.9999977,55.54461645,1.387126177,2.368408272,0.103982904,CA,San Bernardino,No,Yes
1757.538549,956.9999932,112.0286261,1757.538549,956.9999932,112.0286261,1719.513855,931.8670039,109.3488122,761.7830331,442.8033946,78.74191118,CA,San Bernardino,No,Yes
1116.753692,633.9999951,86.83467443,1116.753692,633.9999951,86.83467443,316.2634621,95.53595469,13.64974546,17.87899078,1.60829462,1.063318876,CA,San Bernardino,No,Yes
2147.014236,1529.61809,138.4027528,1696.149872,1025.457146,115.0478942,138.3873787,51.70612012,12.99941455,6.95032139,3.000000032,0.524264221,CA,San Bernardino,Yes,No
1295.639297,711.7057947,105.5419985,1054.674361,561.9360245,85.95068776,331.072251,160.8016025,14.2094402,2.616917177,0.053465996,0.166120591,CA,San Diego,No,Yes
